Species_Name,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,USA_Endangered,Extinct,IUCN_LISTED
Bos sauveli,2,791321.76,140.8483,2175,7.5866,1046.6589,26559.8584,137061.9171,2,814.6647,280.9499,1,50.459786,88.995,460.2259,1.0727,1.019,317.9746,14652.1041,747.2931,5.2048,128.1845,755.15,20,2.89,246.6147,86865.0475,957.1351,61292.1002,0.9859,103722.2989,238061.809,115557.18,15.48,12.04,13.76,107.85,102.98,105.42,2,36.95,3,0.12,170.36,251.45,1144.18,1581.73,0,0,1
Bos taurus,2.11,618642.42,133.7646,1968.555,12.3122,947.092,27203.6973,124378.574,2.46,716.0841,280.48,1.14,10.04,71.7057,400.7977,1.0715,1,240,13771.5992,680.173,168.4312,156.8325,755.15,14.7535,4.28,203.0811,76216.6896,774.4606,12262.7733,1.049,93875.87,160860.415,44447.62,15.08,11.85,13.46,108.99,107.08,108.04,2,42.48,3,0.15,174.94,228.73,1193.98,1450.23,0,0,0
Boselaphus tragocamelus,2.3,182253.04,134.235,2000,7.3398,912.5,32089.3485,138665.3555,5,775.347,248.49,1.2,117.762472,1784.1592,400.5,1.39,1.0994,260.4,5875,727.8952,2.39,131.0335,815.4564,28.9006,3.52,195.2166,36513.1054,987.9787,51434.904,1.05,207769.7511,476710.3236,2192564.81,33,11.71,22.35,87.08,68.93,78,2,313.3,76.5,0.09,86.66,247.4,750.64,1450.38,0,0,0
Brachiones przewalskii,1.39,4388.8891,102.7445,592.6857,20.6787,487.2955,1183.1274,3756.1299,3,211.9179,51.4719,1.21,4.5348622,5.0099214,318.1644,4.4109,1.323,148.3648,87.1228,147.9634,161.4032,5244.9202,494.3101,3.6905,7.08,59.7514,1218.6111,260.1037,1978.7847,1.1755,73.7132,31671.04,940177.9,42.86,35.46,39.16,102.85,77.15,90,0,5.36,0,0.05,17.27,68.34,79.67,681.81,0,0,0
Canis mesomelas,2,8247.3,108.6431,707.27,15.2515,490.2477,2228.1133,6911.7085,6,270,62.5,1,11.93,12.82,273.75,3.89,1.7411,168,177.2,208.7015,0.74,89.5924,241.4,4.27,8,34.1,5858.7166,263.178,24096.2483,1.27,9220.6175,291901.5609,6248779.95,16.47,-34.83,-9.18,51.41,11.71,31.56,0,30.81,0,0.11,49.27,213.33,661.36,1468.1,0,0,0
Canis simensis,3,14361.86,120.1621,938.19,15.1857,808.0096,6886.685,30330.1903,1,180,63.61,1,4.2,5.02,365,3.9504,1.2352,227.5706,897.3682,329.6102,1.2,65.5665,754.74,7.3435,8,69.6,5678.8827,535.4339,26347.1988,1.1,43531.9845,324386.3299,11402.81,13.31,6.55,9.93,39.96,38.02,38.99,30,99.87,30,0.15,83.87,99.03,931.35,1471.36,0,0,1
Cannomys badius,1.19,472.07,83.4382,207.3864,17.1999,295.8205,172,344,2.96,105.9199,41.49,1.35,0.04157078,0.062462844,148.0972,2,1.9891,48,10.9483,55.7421,848.19,5090.441,240.8438,1.33,5.79,50.1,67.2197,175.0852,305.2315,1.9396,13.0507,22815.6683,818286,27.85,11.82,19.83,105.88,84.65,95.26,4,86.5,9,0.07,159.67,213.64,1063.45,1473.54,0,0,0
Cansumys canus,1.15,159.2902,68.1545,164.3492,20.9463,366.4893,122.3167,143.8823,2.22,155.692,37.0011,1.22,0.034934182,0.0169635,236.6412,3.198,1.4044,72.29,7.2816,50.2762,1503.3181,63.2285,288.0917,1.26,6.78,45.6403,36.1859,168.3627,137.3452,1.6736,4530.093,24713.4149,267130.76,35.6,31.09,33.34,115.62,102.25,108.94,4,218.11,8,0.06,58.53,103.16,742.53,877.6,0,0,0
Caperea marginata,2.48,31999999.98,139.8219,8576.4588,3.2385,3387.5101,53417.2264,354215.1814,1.93,1990.6455,368.8152,1,36878.8473,41132.0868,914.2321,0.98,0.4783,792.4263,309111.2663,3264.9626,6.5368705,69.6845,3075.2133,10.574,2.3,419.591,1619849.16,6737.922,519801.0226,0.6177,964236.7139,1656139.797,963067.2706,9.9872,1.8709,6.2947,39.8936,19.3245,31.8088,22.18,181.7031,30.675,0.1236,126.7877,225.5863,1172.0725,1537.538,0,0,0
Capra caucasica,2.06,58149.52,136.5353,1322.2017,13.2929,1021.4486,12857.7252,60218.7164,2.65,773.3909,155,1.22,7.8912,5.1987,438.6528,1.09,1.0107,264,2667.418,572.4653,32.2440792,163.13,1015,25.1905,3,145.1734,18011.4456,577.2202,9186.8714,1.0241,72353.066,159436.9448,32781.87,43.82,40.83,42.33,48.52,40,44.26,9,40.22,10.5,0.02,57.31,-9.89,612.18,710.43,0,0,1
Capra falconeri,3,54303.37,128.4435,1590,14.6501,730,15952.5064,68768.4576,2,536.0171,167.98,1,16.812,9.5559,363.0913,1.73,1.0638,168,3656.205,566.9555,115.5387,11,1015,14.972,3.97,167.29,17622.0178,439.3996,3741.048,1.134,67466.5199,171101.6293,155075.85,38.9,28.84,33.87,75.48,65.04,70.26,4,88.36,12,0.16,22.18,108.54,340.32,1154.28,0,0,0
Capra hircus,2.65,47386.47,127.2164,1298.2129,2.1606,669.16,10337.4978,46572.4941,2,482.2485,156,1.05,98.3,47.24,365,1.45,1.186,249.6,2136.11,375.56,7.58,136.3545,498.97,16.6898,3,158.04,13009.2308,514.0959,49706.2201,1.1,48154.7062,452636.6164,428557.9294,10.9188,2.5174,7.4522,30.675,20.7320833,24.3398,3.61,78.4194,9.52,0.116,92.2834,230.8481,1030.6797,1562.7632,0,0,0
Capra ibex,1.91,69546.83,129.1929,1378.9634,11.8679,912.5,16765.5401,64618.5532,2,860.5655,167.5,1,33.0015166,17.9403875,547.5,1.11,1.02,267.6,2779.07,579.0885,44.4511,5193.215,838.54,20.0345,3,111.75,15683.39,689.8616,9184.0268,0.89,69821.8622,368399.1016,145098.13,47.9,43.76,45.83,15.5,4.76,10.13,12,135.27,26,0.03,87.78,42.76,586.2,627.49,0,0,0
Atelerix algirus,1,903.98,80.5377,214.76,16.9851,228.8183,287.2244,510.9026,3,103.5862,39.25,1.67,0.15214668,0.040521732,95.8019,2.5,2,84,12.7023,59.8184,874.3389,100.063,206.6167,1.045,6.64,39.7,119.1899,191.4858,597.3558,2.1878,12.0224,238537.549,815329.89,37.34,30.13,33.74,21.77,-9.89,5.94,1,95.57,3,0.11,26.26,167.59,327.17,1147.59,0,0,0
Atelerix frontalis,1,329.12,78.1883,181.82,10,347.8276,145.5863,270.5931,6,95.4165,37.13,1,0.047843424,0.035690352,218.2649,4.99,1.5,75.67,10.55,52.6,695.6584,83.5872,411.43,1,6,34.8,73.453,145.6463,374.2154,1.5785,9.5792,295153.0976,1497998.13,-12.43,-33.62,-23.03,31.09,11.76,21.42,0,16.7,1,0.1,42.24,186.9,578.5,1322.65,0,0,0
Atelerix sclateri,1,156.6183,63.3859,129.99,18.6746,379.5307,129.6034,185.0001,2.49,96.0479,51.9705,1.32,1.07597938,0.792389182,215.649,2.9,1.639,71.7784,16.2776,53.5861,1253.7011,434.9175,287.3996,1.213,5.11,48.1646,62.1688,124.9823,66.17,1.7461,24596.9091,538.0409,198274.28,11.98,6.32,9.15,51.41,45.44,48.42,1,5.95,2,0.04,12.2,245.23,155.21,1766.15,0,0,0
Ateles belzebuth,3,6692.42,162.7968,459.3,5.1442,1351.4029,1966.3418,8115.5857,2,750.3441,138.2,1,2.28,3.24,416.9575,1.02,1.0456,336,291.0244,265.9272,13.49,90.0455,1191.3968,14.5,5.19,219.8825,1345.6846,352.0083,27157.5601,1.0162,149456.0071,433633.154,1030364.23,4.08,-4.98,-0.44,-60.12,-78.54,-69.33,0,2.79,0,0.11,227.01,257.68,1493.34,1512.96,0,0,1
Ateles chamek,3,7053.92,155.4844,454.28,2.9927,1012.0773,1796.0153,7289.8959,2,633.2421,161.6659,1,1.16,2.4944,376.1773,1.1366,1.059,253.7224,424.7062,217.4377,3.39,140.61,928.5443,17.583,5.11,150.8732,1179.4462,371.7937,35213.3243,1.0794,109702.0288,502898.7575,990902.31,-2.58,-11.43,-7.01,-62.25,-77.21,-69.73,0,1.62,0,0.1,194.51,254.97,1504.72,1569.06,0,0,1
Ateles fusciceps,3,9067.94,145.7254,489.15,4.724,1773.9,9500.7512,45598.1878,2,913.2053,224.7,1,99.9798316,35.8023,851.66,1.01,0.8357,288,499.99,498.7072,22.9428,1561.521,1799.68,24.118,2.59,482.7,7687.1333,837.6964,148426.518,0.71,146267.9549,403220.8703,201579.73,11.11,1.77,6.44,-73.92,-79.12,-76.52,3,85.93,4,0.11,220.34,240.81,1483.74,1654.37,0,0,1
Ateles geoffroyi,3,7582.4,164.7571,433.07,8.4753,2080.5,9504.8237,33216.9034,2,1015.104,226.37,1,0.73,1.07,1048.15,1.01,0.7368,327.6,425.85,560.5008,19.06,45.029,2104.57,42,2.62,816.35,3478.06,1298.9421,201057.5721,0.64,223553.1997,567207.4203,806609.19,24.09,0.67,12.38,-70.23,-98.85,-84.54,2,55.14,4,0.14,153.93,243.16,1344.08,1624.94,0,0,1
Ateles hybridus,1.04,243.7801,75.3424,192.0869,16.5886,353.4598,162.9189,245.1703,2.58,133.3587,69.8812,1.33,0.050285216,0.022938884,165.7803,2.3088,1.7989,66.67,17.5739,61.0154,837.2038,10.9442,273.9646,1.085,6.86,51.2099,68.3574,153.8156,196.4087,1.7073,9056.6616,216382.5759,144643.82,11.35,6.26,8.8,-66.36,-75.27,-70.82,1,54,1,0.13,114.72,255.57,1343.77,1685.22,0,0,1
Ateles marginatus,3,6229.28,158.9406,460.27,2.4837,869.0345,1381.2889,4571.6097,2,433.7886,149.0048,1,0.2500071,0.4711953,365.2258,1.1583,1.055,227.7968,252.3247,188.1724,16.4829,131.1785,840.0713,4.1125,4.42,125.2039,850.501,280.9221,45197.751,1.1165,80703.7707,252314.1736,831855.4,-0.54,-8.84,-4.69,-47.7,-64.33,-56.01,0,4.83,0,0.11,169.03,252.71,1421.4,1592.48,0,0,1
Ateles paniscus,3,8697.25,162.1897,575.96,7.341,1825,10727.7066,60923.8102,6,1006.5123,228.18,1,1.36,2.19,1072.18,1,0.6396,453.6,478.64,652.4767,8,5095.74,2104.57,20,2.73,805.41,2753.17,1341.2896,180746.8512,0.63,279416.3207,733747.8693,892635.1,7.28,-3.14,2.06,-50.44,-61.85,-56.14,0,3.25,0,0.08,157.69,255.77,1456.6,1696.86,0,0,0
Callicebus moloch,3,958.13,156.0412,358.65,3.1538,1095,1099.9409,2842.0249,3,416.979,164,1,0.02,0.03,365,1.01,1.1081,303.6,74.4,125,18.43,173.742,1262.74,2.95,4.46,58.85,580.709,293.0352,34508.1849,1.1,60733.9239,261833.9343,911442.78,-1.3,-14.1,-7.7,-48.19,-58.29,-53.24,0,2.4,0,0.13,174.03,246.08,1330.45,1530.29,0,0,0
Callicebus nigrifrons,1.08,53.3898,61.5662,111.8726,15.6673,351.5401,64.5914,54.0377,1.48,106.2962,59.9892,1.19,0.050555742,0.025672689,180.7744,3.3303,1.6412,48.4473,4.929,35.8558,888.3492,36.575,258.0926,1.215,7.57,47.3841,20.1479,91.3051,43.4369,2.1433,4.9903,216899.8496,513267.9,-16.37,-24.44,-20.4,-41.86,-51.33,-46.6,3,136.21,5,0.05,128.2,203.7,1160.18,1370.31,0,0,0
Callicebus oenanthe,3,992.4,152.4305,345.7047,11.5843,790.4372,617.2694,1535.4692,2.85,365.5374,141.5905,1,0.2495128,0.3907442,347.3911,1.02,1.08,179.9061,85.9842,114.4676,92.9388,66.2917,638.8068,1,4.71,118.9771,422.3687,266.8696,2270.2652,1.1457,79482.8448,229860.1147,5807.21,-5.16,-5.98,-5.57,-76.96,-77.67,-77.31,2,8.33,2,0.06,139.67,220.5,1287.01,1394.99,0,0,0
Callicebus olallae,3,992.4,153.6011,359.5338,8.4952,823.8295,660.0254,1773.8684,2.94,350.2913,140.4134,1,0.1807828,0.2062645,360.6594,1.02,1.0687,212.1005,90.9677,117.7706,61.6978,202.2965,719.5896,1,4.58,137.5198,480.7946,266.7306,3228.5343,1.1516,59422.1674,230058.2027,17288.42,-14.25,-15.67,-14.96,-65.93,-67.39,-66.66,1,2.76,1,0.47,119.01,225.42,1432.14,1548.82,0,0,0
Callicebus ornatus,1.35,3032.3568,111.195,525.1077,14.1213,632.9905,1014.0933,3179.1702,3.49,271.1394,115.3165,1.15,0.6958356,0.74907,308.1488,1.5957,1.4261,164.0834,171.3178,159.6259,43.3354,62.1605,627.3653,1.8835,5.35,90.9574,1000.413,263.448,5091.1139,1.2054,77.8414,216736.7484,23066.97,4.38,2.18,3.28,-73.68,-74.77,-74.23,1,104.04,1,0.12,130.8,209.3,1484.71,1507.5,0,0,0
Callicebus pallescens,2.95,200.8453,81.4308,183.103,14.404,390.7281,152.4867,227.2455,2.94,165.2511,72.9789,1.61,0.07040786,0.039014282,234.7954,2.3034,1.6216,78.006,13.491,58.1963,793.4786,5029.4625,330.4053,1.616,5.8,46.0609,97.6528,156.7104,351.9236,1.5467,43210.0087,230322.8702,93328.33,-16.39,-21.29,-18.84,-57.52,-61.25,-59.39,0,0.63,0,0.1,86.34,258.42,1071.44,1315.57,0,0,0
Callicebus personatus,3,1390.8,161.5323,362.49,8.3423,1012.4053,1266.6948,2913.8871,4,433.8312,142.4116,1,0.03,0.05,371.0031,1.01,1.1463,264.8452,188.7093,147.6461,13.03,63.2557,893.7018,2.35,2.28,124.3927,567.0249,365.6252,59880.3616,1.0967,54922.1973,295550.9221,172664.46,-16.02,-22.48,-19.25,-39.58,-43.08,-41.33,7,47.74,11,0.06,107.39,212.34,1204.53,1458.54,0,0,0
Callicebus purinus,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Callicebus regulus,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Callicebus stephennashi,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Callicebus torquatus,3,1209.57,166.3939,294.99,2.9216,1464.0657,1627.7843,4794.533,4,659.972,158.5399,1,0.11,0.14,399.5449,1.01,1.0137,321.4724,400.6338,211.6267,10.2,28.5725,1683.65,3.85,2.66,121.66,844.4154,402.6948,47764.61,1.032,94231.0531,250052.7226,343522.3054,8.6284,-1.2199,1.775,24.2519,14.1905,18.1172,7.29,90.676,10.225,0.1151,145.5078,242.2458,1315.0972,1566.6201,0,0,0
Callimico goeldii,3,558,108.1292,280,4.515,491.83,419.6366,868.0478,2,304.9195,153.99,1,0.32,0.45,182.5,1.05,1.8131,214.8,50.5,126.5494,2.08,5230.3895,413.84,6.85,5.39,66.53,120.02,236.9539,23592.8915,1.56,61419.5619,422668.7131,462922.05,0.97,-11.64,-5.33,-67.04,-77.15,-72.1,0,3,0,0.11,209.19,259.78,1476.2,1518.11,0,0,0
Callistomys pictus,1.13,518.99,106.1731,235.3061,11.1078,496.501,297.5745,461.986,2.74,225.005,118.7519,1.03,0.03448558,0.07369668,261.5199,1.4557,1.3635,122.3438,34.9008,103.8662,477.2363,62.6929,346.2726,1.359,4.88,79.282,154.1874,256.5946,380.7445,1.3337,29129.9534,240178.2133,37773.91,-11.33,-13.77,-12.55,-37.36,-39.75,-38.55,17,211.59,20,0.08,123.66,239.11,1250.37,1682.91,0,0,1
Callithrix acariensis,2.95,487.3271,118.5376,276.8652,9.9276,678.8875,303.8476,549.2335,3.4,316.2451,141.738,1.04,0.1371218,0.10369951,272.5975,1.4913,1.1982,166.8504,49.1138,109.9788,81.7797,40.8985,583.9422,3.14,4.77,91.6537,203.4484,209.6217,1376.935,1.3103,23175.206,229656.4776,79622.42,-8.06,-11.18,-9.62,-61.58,-65.11,-63.34,1,7.5,1,0.43,178.99,246.16,1329.16,1576.85,0,0,0
Callithrix argentata,3,382.92,111.0845,278.703,2.9682,609.55,365.809,748.333,4,338.554,135.5208,1,0.2244909,1.6140419,219.6,1.84,1.6098,201.6,35.8,132.4887,7.52,85.0544,701.52,9.5,5.01,87.3008,421.0976,244.9306,32052.2139,1.42,47785.3991,422705.4972,123514,-1.09,-5.09,-3.09,-49.38,-55.24,-52.31,1,3.87,1,0.13,171.85,254.42,1412.78,1614.39,0,0,0
Callithrix aurita,3,386.2,134.2697,239.99,12.1616,891.9436,564.6282,1304.6047,3,444.051,140,1,0.08,0.3248274,331.5797,2,1.23,188.322,123.7787,121.0228,201.7534,64.7475,705.8689,6,4.46,121.6279,315.9915,284.1831,783.502,1.2403,111770.1257,382648.3899,87653.49,-21.66,-24.65,-23.15,-40.97,-49.07,-45.02,14,398.77,24,0.06,148.06,188.19,1243.75,1379.49,0,0,1
Callithrix chrysoleuca,3,1284.6466,135.3998,365.4215,10.9137,785.6775,649.5504,1468.2537,3.61,352.9996,140.6029,1.04,0.1846,0.2649717,301.9028,1.5556,1.1906,190.213,67.5082,124.8156,27.3481,105.134,697.4461,4.5823,4.88,113.8176,373.9372,271.3512,20888.6362,1.2065,49058.191,229959.8314,60733.28,-3.51,-8.03,-5.77,-58.34,-60.52,-59.43,0,0.44,0,0.14,170.99,258.62,1453.35,1598.79,0,0,0
Callithrix emiliae,1.13,309.58,88.922,222.877,10.4732,394.7555,193.4581,294.6933,2.61,171.3507,103.4649,1.13,0.14311983,0.04500129,198.4824,1.5145,1.8033,95.002,25.3575,75.9208,643.3067,10064.6844,347.736,1.034,5.81,59.0301,97.3024,191.0981,304.7871,1.5748,4539.3995,215974.2876,160568.97,-5.54,-13.49,-9.52,-53.34,-56.05,-54.7,0,1.68,1,0.17,193.59,249.26,1291.21,1525.99,0,0,0
Callithrix flaviceps,3,372.97,149.947,239.99,4.2383,918.7551,1002.0212,3307.1546,3,402.9365,140,1,0.22,0.7456304,381.7723,2,1.165,237.6812,102.0707,157.6767,11.85,408.6812,811.9186,9.8,4.58,137.1073,654.4071,579.6589,25343.6674,1.1712,99579.5496,509126.7711,27330.89,-20.39,-21.92,-21.16,-40.81,-43.12,-41.96,36,56.38,37.5,0.05,111.78,200.81,1193.67,1398.92,0,0,1
Callithrix geoffroyi,3,342,117.7845,265.3556,11.6013,522.7603,283.3354,474.0353,3.33,278.8477,118.0687,1,0.115556,0.15092665,287.9055,1.5809,1.3171,144.7844,46.331,106.8696,292.4142,34.2605,447.784,2.399,4.46,83.1435,166.8954,205.3055,622.4565,1.2776,18646.5812,229543.7179,132745.3,-16.9,-21.07,-18.99,-39.13,-43.62,-41.38,11,47.67,14,0.06,108.43,216.05,1237.94,1455.44,0,0,0
Callithrix humeralifera,3,374.99,130.6747,282.5127,10.7081,747.318,421.9298,717.114,4,332.2152,145.0378,1,0.1,0.13,294.0068,1.7378,1.1967,180,34.5,116.2009,28.32,5585.8731,669.2988,8.5,5.18,99.01,213.4218,227.4379,18451.7743,1.2458,35533.8774,349068.1008,129628,-2.27,-8.45,-5.36,-55.4,-60.5,-57.95,0,1.68,0,0.12,163.67,258.66,1433.66,1605.81,0,0,0
Callithrix humilis,2.91,409.5298,117.8689,257.6726,12.7373,616.8947,268.0417,381.2885,3.48,326.8396,133.0692,1.05,0.1404588,0.13350419,276.1161,1.7507,1.1705,157.8174,43.0395,104.697,172.3916,25.9816,504.9396,3.057,5.09,81.9305,173.4866,200.8423,862.3146,1.3378,43235.8762,229616.4617,21239.49,-5.25,-7.65,-6.45,-60.13,-61.49,-60.81,0,0.6,0,0,172.58,260.07,1483.92,1601.22,0,0,0
Callithrix intermedia,3,1966.7601,155.2714,417.1996,9.1328,840.3409,903.1646,2537.1223,3.5,385.9466,133.7085,1.14,0.19,0.6938309,364.3065,2,1.1122,205.3086,93.4464,146.1575,19.97,1120.039,713.694,11.5,5.08,131.2498,684.8924,283.5187,26529.0585,1.1324,72872.4123,349227.6475,73178.5,-4.13,-11.95,-8.04,-59.01,-60.88,-59.95,0,0.39,0,0.53,179.43,249.52,1334.37,1536.27,0,0,0
Callithrix jacchus,3,290.21,100.8614,214.9494,11.0075,555.1,152,190,5,273.685,144,1,0.02,0.59474789,159.8,2.31,1.8281,201.6,27.74,96.2308,508.18,38.7176,455.99,8.55,4.95,60.24,96.82,175.2886,985.5408,1.67,59032.1756,348596.043,604264.4,-2.78,-10.38,-6.58,-34.79,-45.78,-40.28,1,61.47,2,0.06,99.39,249.92,912.68,1488.61,0,0,0
Callithrix kuhlii,3,374.99,137.5164,268.8818,9.1096,782.5629,426.7023,735.1028,4,347.7234,146.17,1,0.06,0.2539425,305.2963,1.4759,1.1705,194.5585,55.74,119.3031,59,51.4704,611.7988,3.7435,4.4,115.5963,231.8324,230.3839,2066.3517,1.1992,69000.2159,230061.2464,34583.88,-14.4,-16.84,-15.62,-38.85,-40.32,-39.59,7,32.31,9.5,0.08,149.75,229.94,1475.45,1613.32,0,0,0
Callithrix leucippe,3,1397.3412,145.8564,368.1935,9.3175,796.8255,656.4254,1677.4432,3.05,354.0663,139.2874,1.07,0.2889838,0.2902084,355.0033,1.3161,1.108,202.8479,85.8463,121.7802,44.708,117.773,651.1933,2.9685,4.8,122.794,476.419,273.2361,6266.8908,1.1545,59427.4157,230043.0455,14616.07,-3.85,-5.41,-4.63,-55.11,-56.36,-55.73,1,1.5,1,0.16,171.99,251.2,1381.69,1571.6,0,0,0
Callithrix manicorensis,2.97,433.271,119.8268,262.264,12.8173,684.4278,290.2051,643.6365,3.53,308.1847,132.3665,1.03,0.1553157,0.12923169,277.4293,1.7726,1.1627,160.0767,54.5858,105.884,158.4465,51.2779,570.1068,3.2115,5.01,91.7532,185.4864,206.4677,885.7994,1.3283,43238.0947,229625.2841,18875.99,-5.31,-7.64,-6.48,-60.2,-61.51,-60.85,0,0.6,0,0,171.12,260.53,1488.51,1603.28,0,0,0
Callithrix marcai,2.92,407.5264,76.027,231.3699,10.7167,402.0548,209.0245,328.236,2.56,189.7229,89.5925,1.56,0.18518507,0.061203374,192.9825,2.0298,1.8244,86.794,24.3154,78.6086,1156.885,5050.7004,325.9477,2.1545,5.96,49.6536,103.7245,190.9416,656.8258,1.5901,23157.4104,229385.5441,44500.24,-7.83,-12.06,-9.95,-59.48,-60.83,-60.16,0,0.77,0,0.64,183.11,243.87,1244.72,1492.05,0,0,0
Callithrix mauesi,1.15,443.79,99.4336,233.0712,13.4426,459.2594,224.4083,369.6505,4,181.5986,110.3284,1,0.0325219,0.04605684,272.3161,1.6044,1.309,105.7321,28.9635,88.4689,302.8312,5046.8299,355.8581,1.0915,6.03,72.1932,134.6962,201.2082,455.6222,1.3474,4557.5491,216000.4156,2038.88,-2.95,-3.45,-3.2,-56.56,-57.05,-56.81,3,5.75,3,0.14,143.49,261,1431.24,1643.5,0,0,0
Callithrix melanura,1.1,272.8769,75.6846,194.6981,13.7669,298.8194,148.9883,250.985,2.81,118.6769,77.7953,1.5,0.142099144,0.049237874,143.5489,2.3941,1.9891,72.404,17.5947,59.7429,1139.6377,10051.3769,252.3162,1.21,6.82,49.7927,71.5636,162.2519,187.3951,1.8397,4532.0686,215956.0403,543620.62,-8.59,-19.88,-14.23,-53.2,-65.04,-59.12,0,4.24,0,0.22,126.64,243.35,1166.8,1423.6,0,0,0
Callithrix nigriceps,3,401.12,108.4551,239.7395,11.8178,495.7442,219.4834,353.39,4,253.4723,117.8335,1,0.09799012,0.13279557,271.4295,2,1.2371,147.4573,33.6472,99.2975,366.8093,10033.5205,439.4788,2.497,5.61,81.3846,135.8915,204.7044,631.0852,1.3437,23176.0034,229447.8648,24958.88,-6.18,-8.8,-7.49,-61.41,-62.77,-62.09,0,1.33,0,0.12,181.98,256.61,1417.38,1586.97,0,0,0
Callithrix penicillata,3,339.98,93.7692,218.649,10.0652,460.7763,195.2322,276.369,3.25,272.44,106.4928,1,0.01,0.038996492,291.2895,2,1.206,133.9959,22.5511,84.7913,409.1918,41.8135,375.0206,5.9,5.75,60.9165,105.8149,185.7987,509.264,1.3452,56892.0248,363819.5084,1325473.3,-2.32,-23.03,-12.68,-40.15,-52.33,-46.24,1,23.65,1,0.07,117.22,219.92,1084.95,1442.42,0,0,0
Callithrix pygmaea,3,123.94,90.9899,154.6,0,840.41,113.99,116.9,3,322.5756,134.44,1,0.00212,0.00309,182.5,1.93,1.8485,181.2,14.5,70.3396,15.9,1294.6575,708.5,6,4.8,90.73,70,153.7676,121576.2582,1.56,54637.3522,364819.4706,1508925.87,0.59,-12.52,-5.96,-61.36,-78.52,-69.94,0,2.19,0,0.1,208.53,256.47,1483.18,1526.07,0,0,0
Callithrix saterei,3,2441.4611,145.8096,404.845,10.3656,855.9832,875.6419,2821.4825,3.09,358.8773,138.5932,1.09,0.2375386,0.318404,362.1489,1.3894,1.138,209.104,108.5055,148.9222,48.8141,105.285,722.095,3.709,4.86,132.2626,563.4888,271.9973,3653.645,1.1442,59451.6415,230038.2588,18742.81,-3.94,-6.34,-5.14,-58.04,-59.64,-58.84,0,0.75,0,0.16,164.67,260.68,1454.2,1609.58,0,0,0
